product_key,product_id,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductCategory,ProductSubcategory,ProductModel,SellStartDate
1,1,"Adjustable Race",AR-5381,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
2,2,"Bearing Ball",BA-8327,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
3,3,"BB Ball Bearing",BE-2349,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
4,4,"Headset Ball Bearings",BE-2908,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
5,316,Blade,BL-2036,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
6,317,"LL Crankarm",CA-5965,0,0,Black,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
7,318,"ML Crankarm",CA-6738,0,0,Black,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
8,319,"HL Crankarm",CA-7457,0,0,Black,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
9,320,"Chainring Bolts",CB-2903,0,0,Silver,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
10,321,"Chainring Nut",CN-6137,0,0,Silver,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
11,322,Chainring,CR-7833,0,0,Black,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
12,323,"Crown Race",CR-9981,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
13,324,"Chain Stays",CS-2812,1,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
14,325,"Decal 1",DC-8732,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
15,326,"Decal 2",DC-9824,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
16,327,"Down Tube",DT-2377,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
17,328,"Mountain End Caps",EC-M092,1,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
18,329,"Road End Caps",EC-R098,1,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
19,330,"Touring End Caps",EC-T209,1,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
20,331,"Fork End",FE-3760,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
21,332,Freewheel,FH-2981,0,0,Silver,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
22,341,"Flat Washer 1",FW-1000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
23,342,"Flat Washer 6",FW-1200,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
24,343,"Flat Washer 2",FW-1400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
25,344,"Flat Washer 9",FW-3400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
26,345,"Flat Washer 4",FW-3800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
27,346,"Flat Washer 3",FW-5160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
28,347,"Flat Washer 8",FW-5800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
29,348,"Flat Washer 5",FW-7160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
30,349,"Flat Washer 7",FW-9160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
31,350,"Fork Crown",FC-3654,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
32,351,"Front Derailleur Cage",FC-3982,0,0,Silver,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
33,352,"Front Derailleur Linkage",FL-2301,0,0,Silver,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
34,355,"Guide Pulley",GP-0982,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
35,356,"LL Grip Tape",GT-0820,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
36,357,"ML Grip Tape",GT-1209,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
37,358,"HL Grip Tape",GT-2908,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
38,359,"Thin-Jam Hex Nut 9",HJ-1213,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
39,360,"Thin-Jam Hex Nut 10",HJ-1220,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
40,361,"Thin-Jam Hex Nut 1",HJ-1420,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
41,362,"Thin-Jam Hex Nut 2",HJ-1428,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
42,363,"Thin-Jam Hex Nut 15",HJ-3410,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
43,364,"Thin-Jam Hex Nut 16",HJ-3416,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
44,365,"Thin-Jam Hex Nut 5",HJ-3816,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
45,366,"Thin-Jam Hex Nut 6",HJ-3824,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
46,367,"Thin-Jam Hex Nut 3",HJ-5161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
47,368,"Thin-Jam Hex Nut 4",HJ-5162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
48,369,"Thin-Jam Hex Nut 13",HJ-5811,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
49,370,"Thin-Jam Hex Nut 14",HJ-5818,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
50,371,"Thin-Jam Hex Nut 7",HJ-7161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
51,372,"Thin-Jam Hex Nut 8",HJ-7162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
52,373,"Thin-Jam Hex Nut 12",HJ-9080,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
53,374,"Thin-Jam Hex Nut 11",HJ-9161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
54,375,"Hex Nut 5",HN-1024,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
55,376,"Hex Nut 6",HN-1032,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
56,377,"Hex Nut 16",HN-1213,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
57,378,"Hex Nut 17",HN-1220,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
58,379,"Hex Nut 7",HN-1224,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
59,380,"Hex Nut 8",HN-1420,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
60,381,"Hex Nut 9",HN-1428,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
61,382,"Hex Nut 22",HN-3410,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
62,383,"Hex Nut 23",HN-3416,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
63,384,"Hex Nut 12",HN-3816,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
64,385,"Hex Nut 13",HN-3824,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
65,386,"Hex Nut 1",HN-4402,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
66,387,"Hex Nut 10",HN-5161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
67,388,"Hex Nut 11",HN-5162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
68,389,"Hex Nut 2",HN-5400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
69,390,"Hex Nut 20",HN-5811,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
70,391,"Hex Nut 21",HN-5818,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
71,392,"Hex Nut 3",HN-6320,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
72,393,"Hex Nut 14",HN-7161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
73,394,"Hex Nut 15",HN-7162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
74,395,"Hex Nut 4",HN-8320,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
75,396,"Hex Nut 18",HN-9161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
76,397,"Hex Nut 19",HN-9168,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
77,398,"Handlebar Tube",HT-2981,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
78,399,"Head Tube",HT-8019,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
79,400,"LL Hub",HU-6280,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
80,401,"HL Hub",HU-8998,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
81,402,"Keyed Washer",KW-4091,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
82,403,"External Lock Washer 3",LE-1000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
83,404,"External Lock Washer 4",LE-1200,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
84,405,"External Lock Washer 9",LE-1201,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
85,406,"External Lock Washer 5",LE-1400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
86,407,"External Lock Washer 7",LE-3800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
87,408,"External Lock Washer 6",LE-5160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
88,409,"External Lock Washer 1",LE-6000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
89,410,"External Lock Washer 8",LE-7160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
90,411,"External Lock Washer 2",LE-8000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
91,412,"Internal Lock Washer 3",LI-1000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
92,413,"Internal Lock Washer 4",LI-1200,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
93,414,"Internal Lock Washer 9",LI-1201,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
94,415,"Internal Lock Washer 5",LI-1400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
95,416,"Internal Lock Washer 7",LI-3800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
96,417,"Internal Lock Washer 6",LI-5160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
97,418,"Internal Lock Washer 10",LI-5800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
98,419,"Internal Lock Washer 1",LI-6000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
99,420,"Internal Lock Washer 8",LI-7160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
100,421,"Internal Lock Washer 2",LI-8000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
101,422,"Thin-Jam Lock Nut 9",LJ-1213,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
102,423,"Thin-Jam Lock Nut 10",LJ-1220,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
103,424,"Thin-Jam Lock Nut 1",LJ-1420,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
104,425,"Thin-Jam Lock Nut 2",LJ-1428,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
105,426,"Thin-Jam Lock Nut 15",LJ-3410,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
106,427,"Thin-Jam Lock Nut 16",LJ-3416,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
107,428,"Thin-Jam Lock Nut 5",LJ-3816,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
108,429,"Thin-Jam Lock Nut 6",LJ-3824,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
109,430,"Thin-Jam Lock Nut 3",LJ-5161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
110,431,"Thin-Jam Lock Nut 4",LJ-5162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
111,432,"Thin-Jam Lock Nut 13",LJ-5811,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
112,433,"Thin-Jam Lock Nut 14",LJ-5818,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
113,434,"Thin-Jam Lock Nut 7",LJ-7161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
114,435,"Thin-Jam Lock Nut 8",LJ-7162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
115,436,"Thin-Jam Lock Nut 12",LJ-9080,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
116,437,"Thin-Jam Lock Nut 11",LJ-9161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
117,438,"Lock Nut 5",LN-1024,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
118,439,"Lock Nut 6",LN-1032,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
119,440,"Lock Nut 16",LN-1213,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
120,441,"Lock Nut 17",LN-1220,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
121,442,"Lock Nut 7",LN-1224,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
122,443,"Lock Nut 8",LN-1420,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
123,444,"Lock Nut 9",LN-1428,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
124,445,"Lock Nut 22",LN-3410,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
125,446,"Lock Nut 23",LN-3416,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
126,447,"Lock Nut 12",LN-3816,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
127,448,"Lock Nut 13",LN-3824,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
128,449,"Lock Nut 1",LN-4400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
129,450,"Lock Nut 10",LN-5161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
130,451,"Lock Nut 11",LN-5162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
131,452,"Lock Nut 2",LN-5400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
132,453,"Lock Nut 20",LN-5811,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
133,454,"Lock Nut 21",LN-5818,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
134,455,"Lock Nut 3",LN-6320,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
135,456,"Lock Nut 14",LN-7161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
136,457,"Lock Nut 15",LN-7162,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
137,458,"Lock Nut 4",LN-8320,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
138,459,"Lock Nut 19",LN-9080,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
139,460,"Lock Nut 18",LN-9161,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
140,461,"Lock Ring",LR-2398,0,0,Silver,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
141,462,"Lower Head Race",LR-8520,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
142,463,"Lock Washer 4",LW-1000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
143,464,"Lock Washer 5",LW-1200,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
144,465,"Lock Washer 10",LW-1201,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
145,466,"Lock Washer 6",LW-1400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
146,467,"Lock Washer 13",LW-3400,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
147,468,"Lock Washer 8",LW-3800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
148,469,"Lock Washer 1",LW-4000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
149,470,"Lock Washer 7",LW-5160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
150,471,"Lock Washer 12",LW-5800,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
151,472,"Lock Washer 2",LW-6000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
