product_key,product_id,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductCategory,ProductSubcategory,ProductModel,SellStartDate
152,473,"Lock Washer 9",LW-7160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
153,474,"Lock Washer 3",LW-8000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
154,475,"Lock Washer 11",LW-9160,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
155,476,"Metal Angle",MA-7075,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
156,477,"Metal Bar 1",MB-2024,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
157,478,"Metal Bar 2",MB-6061,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
158,479,"Metal Plate 2",MP-2066,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
159,480,"Metal Plate 1",MP-2503,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
160,481,"Metal Plate 3",MP-4960,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
161,482,"Metal Sheet 2",MS-0253,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
162,483,"Metal Sheet 3",MS-1256,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
163,484,"Metal Sheet 7",MS-1981,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
164,485,"Metal Sheet 4",MS-2259,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
165,486,"Metal Sheet 5",MS-2341,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
166,487,"Metal Sheet 6",MS-2348,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
167,488,"Metal Sheet 1",MS-6061,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
168,489,"Metal Tread Plate",MT-1000,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
169,490,"LL Nipple",NI-4127,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
170,491,"HL Nipple",NI-9522,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
171,492,"Paint - Black",PA-187B,0,0,NULL,60,45,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
172,493,"Paint - Red",PA-361R,0,0,NULL,60,45,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
173,494,"Paint - Silver",PA-529S,0,0,NULL,60,45,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
174,495,"Paint - Blue",PA-632U,0,0,NULL,60,45,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
175,496,"Paint - Yellow",PA-823Y,0,0,NULL,60,45,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
176,497,"Pinch Bolt",PB-6109,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
177,504,"Cup-Shaped Race",RA-2345,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
178,505,"Cone-Shaped Race",RA-7490,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
179,506,Reflector,RF-9198,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
180,507,"LL Mountain Rim",RM-M464,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",435,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
181,508,"ML Mountain Rim",RM-M692,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",450,0,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
182,509,"HL Mountain Rim",RM-M823,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",400,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
183,510,"LL Road Rim",RM-R436,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",445,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
184,511,"ML Road Rim",RM-R600,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",450,0,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
185,512,"HL Road Rim",RM-R800,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",400,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
186,513,"Touring Rim",RM-T801,0,0,NULL,800,600,0,0,NULL,NULL,"G  ",460,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
187,514,"LL Mountain Seat Assembly",SA-M198,1,0,NULL,500,375,98.77,133.34,NULL,NULL,NULL,NULL,1,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
188,515,"ML Mountain Seat Assembly",SA-M237,1,0,NULL,500,375,108.99,147.14,NULL,NULL,NULL,NULL,1,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
189,516,"HL Mountain Seat Assembly",SA-M687,1,0,NULL,500,375,145.87,196.92,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
190,517,"LL Road Seat Assembly",SA-R127,1,0,NULL,500,375,98.77,133.34,NULL,NULL,NULL,NULL,1,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
191,518,"ML Road Seat Assembly",SA-R430,1,0,NULL,500,375,108.99,147.14,NULL,NULL,NULL,NULL,1,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
192,519,"HL Road Seat Assembly",SA-R522,1,0,NULL,500,375,145.87,196.92,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
193,520,"LL Touring Seat Assembly",SA-T467,1,0,NULL,500,375,98.77,133.34,NULL,NULL,NULL,NULL,1,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
194,521,"ML Touring Seat Assembly",SA-T612,1,0,NULL,500,375,108.99,147.14,NULL,NULL,NULL,NULL,1,NULL,"M ",NULL,NULL,NULL,NULL,1998-06-01
195,522,"HL Touring Seat Assembly",SA-T872,1,0,NULL,500,375,145.87,196.92,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
196,523,"LL Spindle/Axle",SD-2342,0,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
197,524,"HL Spindle/Axle",SD-9872,0,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
198,525,"LL Shell",SH-4562,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,"L ",NULL,NULL,NULL,NULL,1998-06-01
199,526,"HL Shell",SH-9312,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
200,527,Spokes,SK-9283,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
201,528,"Seat Lug",SL-0931,0,0,NULL,1000,750,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
202,529,Stem,SM-9087,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
203,530,"Seat Post",SP-2981,0,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
204,531,Steerer,SR-2098,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
205,532,"Seat Stays",SS-2985,1,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
206,533,"Seat Tube",ST-9828,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
207,534,"Top Tube",TO-2301,1,0,NULL,500,375,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
208,535,"Tension Pulley",TP-0923,0,0,NULL,800,600,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
209,679,"Rear Derailleur Cage",RC-0291,0,0,Silver,500,375,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01
210,680,"HL Road Frame - Black, 58",FR-R92B-58,1,1,Black,500,375,1059.31,1431.5,58,"CM ","LB ",2.24,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",1998-06-01
211,706,"HL Road Frame - Red, 58",FR-R92R-58,1,1,Red,500,375,1059.31,1431.5,58,"CM ","LB ",2.24,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",1998-06-01
212,707,"Sport-100 Helmet, Red",HL-U509-R,0,1,Red,4,3,13.0863,34.99,NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,Accessories,Helmets,Sport-100,2001-07-01
213,708,"Sport-100 Helmet, Black",HL-U509,0,1,Black,4,3,13.0863,34.99,NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,Accessories,Helmets,Sport-100,2001-07-01
214,709,"Mountain Bike Socks, M",SO-B909-M,0,1,White,4,3,3.3963,9.5,M,NULL,NULL,NULL,0,"M ",NULL,"U ",Clothing,Socks,"Mountain Bike Socks",2001-07-01
215,710,"Mountain Bike Socks, L",SO-B909-L,0,1,White,4,3,3.3963,9.5,L,NULL,NULL,NULL,0,"M ",NULL,"U ",Clothing,Socks,"Mountain Bike Socks",2001-07-01
216,711,"Sport-100 Helmet, Blue",HL-U509-B,0,1,Blue,4,3,13.0863,34.99,NULL,NULL,NULL,NULL,0,"S ",NULL,NULL,Accessories,Helmets,Sport-100,2001-07-01
217,712,"AWC Logo Cap",CA-1098,0,1,Multi,4,3,6.9223,8.99,NULL,NULL,NULL,NULL,0,"S ",NULL,"U ",Clothing,Caps,"Cycling Cap",2001-07-01
218,713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,0,1,Multi,4,3,38.4923,49.99,S,NULL,NULL,NULL,0,"S ",NULL,"U ",Clothing,Jerseys,"Long-Sleeve Logo Jersey",2001-07-01
219,714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,0,1,Multi,4,3,38.4923,49.99,M,NULL,NULL,NULL,0,"S ",NULL,"U ",Clothing,Jerseys,"Long-Sleeve Logo Jersey",2001-07-01
220,715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,0,1,Multi,4,3,38.4923,49.99,L,NULL,NULL,NULL,0,"S ",NULL,"U ",Clothing,Jerseys,"Long-Sleeve Logo Jersey",2001-07-01
221,716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,0,1,Multi,4,3,38.4923,49.99,XL,NULL,NULL,NULL,0,"S ",NULL,"U ",Clothing,Jerseys,"Long-Sleeve Logo Jersey",2001-07-01
222,717,"HL Road Frame - Red, 62",FR-R92R-62,1,1,Red,500,375,868.6342,1431.5,62,"CM ","LB ",2.3,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",2001-07-01
223,718,"HL Road Frame - Red, 44",FR-R92R-44,1,1,Red,500,375,868.6342,1431.5,44,"CM ","LB ",2.12,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",2001-07-01
224,719,"HL Road Frame - Red, 48",FR-R92R-48,1,1,Red,500,375,868.6342,1431.5,48,"CM ","LB ",2.16,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",2001-07-01
225,720,"HL Road Frame - Red, 52",FR-R92R-52,1,1,Red,500,375,868.6342,1431.5,52,"CM ","LB ",2.2,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",2001-07-01
226,721,"HL Road Frame - Red, 56",FR-R92R-56,1,1,Red,500,375,868.6342,1431.5,56,"CM ","LB ",2.24,1,"R ","H ","U ",Components,"Road Frames","HL Road Frame",2001-07-01
227,722,"LL Road Frame - Black, 58",FR-R38B-58,1,1,Black,500,375,204.6251,337.22,58,"CM ","LB ",2.46,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
228,723,"LL Road Frame - Black, 60",FR-R38B-60,1,1,Black,500,375,204.6251,337.22,60,"CM ","LB ",2.48,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
229,724,"LL Road Frame - Black, 62",FR-R38B-62,1,1,Black,500,375,204.6251,337.22,62,"CM ","LB ",2.5,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
230,725,"LL Road Frame - Red, 44",FR-R38R-44,1,1,Red,500,375,187.1571,337.22,44,"CM ","LB ",2.32,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
231,726,"LL Road Frame - Red, 48",FR-R38R-48,1,1,Red,500,375,187.1571,337.22,48,"CM ","LB ",2.36,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
232,727,"LL Road Frame - Red, 52",FR-R38R-52,1,1,Red,500,375,187.1571,337.22,52,"CM ","LB ",2.4,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
233,728,"LL Road Frame - Red, 58",FR-R38R-58,1,1,Red,500,375,187.1571,337.22,58,"CM ","LB ",2.46,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
234,729,"LL Road Frame - Red, 60",FR-R38R-60,1,1,Red,500,375,187.1571,337.22,60,"CM ","LB ",2.48,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
235,730,"LL Road Frame - Red, 62",FR-R38R-62,1,1,Red,500,375,187.1571,337.22,62,"CM ","LB ",2.5,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
236,731,"ML Road Frame - Red, 44",FR-R72R-44,1,1,Red,500,375,352.1394,594.83,44,"CM ","LB ",2.22,1,"R ","M ","U ",Components,"Road Frames","ML Road Frame",2001-07-01
237,732,"ML Road Frame - Red, 48",FR-R72R-48,1,1,Red,500,375,352.1394,594.83,48,"CM ","LB ",2.26,1,"R ","M ","U ",Components,"Road Frames","ML Road Frame",2001-07-01
238,733,"ML Road Frame - Red, 52",FR-R72R-52,1,1,Red,500,375,352.1394,594.83,52,"CM ","LB ",2.3,1,"R ","M ","U ",Components,"Road Frames","ML Road Frame",2001-07-01
239,734,"ML Road Frame - Red, 58",FR-R72R-58,1,1,Red,500,375,352.1394,594.83,58,"CM ","LB ",2.36,1,"R ","M ","U ",Components,"Road Frames","ML Road Frame",2001-07-01
240,735,"ML Road Frame - Red, 60",FR-R72R-60,1,1,Red,500,375,352.1394,594.83,60,"CM ","LB ",2.38,1,"R ","M ","U ",Components,"Road Frames","ML Road Frame",2001-07-01
241,736,"LL Road Frame - Black, 44",FR-R38B-44,1,1,Black,500,375,204.6251,337.22,44,"CM ","LB ",2.32,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
242,737,"LL Road Frame - Black, 48",FR-R38B-48,1,1,Black,500,375,204.6251,337.22,48,"CM ","LB ",2.36,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
243,738,"LL Road Frame - Black, 52",FR-R38B-52,1,1,Black,500,375,204.6251,337.22,52,"CM ","LB ",2.4,1,"R ","L ","U ",Components,"Road Frames","LL Road Frame",2001-07-01
244,739,"HL Mountain Frame - Silver, 42",FR-M94S-42,1,1,Silver,500,375,747.2002,1364.5,42,"CM ","LB ",2.72,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
245,740,"HL Mountain Frame - Silver, 44",FR-M94S-44,1,1,Silver,500,375,706.811,1364.5,44,"CM ","LB ",2.76,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
246,741,"HL Mountain Frame - Silver, 48",FR-M94S-52,1,1,Silver,500,375,706.811,1364.5,48,"CM ","LB ",2.8,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
247,742,"HL Mountain Frame - Silver, 46",FR-M94S-46,1,1,Silver,500,375,747.2002,1364.5,46,"CM ","LB ",2.84,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
248,743,"HL Mountain Frame - Black, 42",FR-M94B-42,1,1,Black,500,375,739.041,1349.6,42,"CM ","LB ",2.72,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
249,744,"HL Mountain Frame - Black, 44",FR-M94B-44,1,1,Black,500,375,699.0928,1349.6,44,"CM ","LB ",2.76,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
250,745,"HL Mountain Frame - Black, 48",FR-M94B-48,1,1,Black,500,375,699.0928,1349.6,48,"CM ","LB ",2.8,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
251,746,"HL Mountain Frame - Black, 46",FR-M94B-46,1,1,Black,500,375,739.041,1349.6,46,"CM ","LB ",2.84,1,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
252,747,"HL Mountain Frame - Black, 38",FR-M94B-38,1,1,Black,500,375,739.041,1349.6,38,"CM ","LB ",2.68,2,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
253,748,"HL Mountain Frame - Silver, 38",FR-M94S-38,1,1,Silver,500,375,747.2002,1364.5,38,"CM ","LB ",2.68,2,"M ","H ","U ",Components,"Mountain Frames","HL Mountain Frame",2001-07-01
254,749,"Road-150 Red, 62",BK-R93R-62,1,1,Red,100,75,2171.2942,3578.27,62,"CM ","LB ",15,4,"R ","H ","U ",Bikes,"Road Bikes",Road-150,2001-07-01
255,750,"Road-150 Red, 44",BK-R93R-44,1,1,Red,100,75,2171.2942,3578.27,44,"CM ","LB ",13.77,4,"R ","H ","U ",Bikes,"Road Bikes",Road-150,2001-07-01
256,751,"Road-150 Red, 48",BK-R93R-48,1,1,Red,100,75,2171.2942,3578.27,48,"CM ","LB ",14.13,4,"R ","H ","U ",Bikes,"Road Bikes",Road-150,2001-07-01
257,752,"Road-150 Red, 52",BK-R93R-52,1,1,Red,100,75,2171.2942,3578.27,52,"CM ","LB ",14.42,4,"R ","H ","U ",Bikes,"Road Bikes",Road-150,2001-07-01
258,753,"Road-150 Red, 56",BK-R93R-56,1,1,Red,100,75,2171.2942,3578.27,56,"CM ","LB ",14.68,4,"R ","H ","U ",Bikes,"Road Bikes",Road-150,2001-07-01
259,754,"Road-450 Red, 58",BK-R68R-58,1,1,Red,100,75,884.7083,1457.99,58,"CM ","LB ",17.79,4,"R ","M ","U ",Bikes,"Road Bikes",Road-450,2001-07-01
260,755,"Road-450 Red, 60",BK-R68R-60,1,1,Red,100,75,884.7083,1457.99,60,"CM ","LB ",17.9,4,"R ","M ","U ",Bikes,"Road Bikes",Road-450,2001-07-01
261,756,"Road-450 Red, 44",BK-R68R-44,1,1,Red,100,75,884.7083,1457.99,44,"CM ","LB ",16.77,4,"R ","M ","U ",Bikes,"Road Bikes",Road-450,2001-07-01
262,757,"Road-450 Red, 48",BK-R68R-48,1,1,Red,100,75,884.7083,1457.99,48,"CM ","LB ",17.13,4,"R ","M ","U ",Bikes,"Road Bikes",Road-450,2001-07-01
263,758,"Road-450 Red, 52",BK-R68R-52,1,1,Red,100,75,884.7083,1457.99,52,"CM ","LB ",17.42,4,"R ","M ","U ",Bikes,"Road Bikes",Road-450,2001-07-01
264,759,"Road-650 Red, 58",BK-R50R-58,1,1,Red,100,75,486.7066,782.99,58,"CM ","LB ",19.79,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
265,760,"Road-650 Red, 60",BK-R50R-60,1,1,Red,100,75,486.7066,782.99,60,"CM ","LB ",19.9,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
266,761,"Road-650 Red, 62",BK-R50R-62,1,1,Red,100,75,486.7066,782.99,62,"CM ","LB ",20,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
267,762,"Road-650 Red, 44",BK-R50R-44,1,1,Red,100,75,486.7066,782.99,44,"CM ","LB ",18.77,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
268,763,"Road-650 Red, 48",BK-R50R-48,1,1,Red,100,75,486.7066,782.99,48,"CM ","LB ",19.13,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
269,764,"Road-650 Red, 52",BK-R50R-52,1,1,Red,100,75,486.7066,782.99,52,"CM ","LB ",19.42,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
270,765,"Road-650 Black, 58",BK-R50B-58,1,1,Black,100,75,486.7066,782.99,58,"CM ","LB ",19.79,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
271,766,"Road-650 Black, 60",BK-R50B-60,1,1,Black,100,75,486.7066,782.99,60,"CM ","LB ",19.9,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
272,767,"Road-650 Black, 62",BK-R50B-62,1,1,Black,100,75,486.7066,782.99,62,"CM ","LB ",20,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
273,768,"Road-650 Black, 44",BK-R50B-44,1,1,Black,100,75,486.7066,782.99,44,"CM ","LB ",18.77,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
274,769,"Road-650 Black, 48",BK-R50B-48,1,1,Black,100,75,486.7066,782.99,48,"CM ","LB ",19.13,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
275,770,"Road-650 Black, 52",BK-R50B-52,1,1,Black,100,75,486.7066,782.99,52,"CM ","LB ",19.42,4,"R ","L ","U ",Bikes,"Road Bikes",Road-650,2001-07-01
276,771,"Mountain-100 Silver, 38",BK-M82S-38,1,1,Silver,100,75,1912.1544,3399.99,38,"CM ","LB ",20.35,4,"M ","H ","U ",Bikes,"Mountain Bikes",Mountain-100,2001-07-01
277,772,"Mountain-100 Silver, 42",BK-M82S-42,1,1,Silver,100,75,1912.1544,3399.99,42,"CM ","LB ",20.77,4,"M ","H ","U ",Bikes,"Mountain Bikes",Mountain-100,2001-07-01
278,773,"Mountain-100 Silver, 44",BK-M82S-44,1,1,Silver,100,75,1912.1544,3399.99,44,"CM ","LB ",21.13,4,"M ","H ","U ",Bikes,"Mountain Bikes",Mountain-100,2001-07-01
279,774,"Mountain-100 Silver, 48",BK-M82S-48,1,1,Silver,100,75,1912.1544,3399.99,48,"CM ","LB ",21.42,4,"M ","H ","U ",Bikes,"Mountain Bikes",Mountain-100,2001-07-01
